event_id,sport_key,home_team,away_team,commence_time,completed,last_update,score_name,score_value
7db629df90131c46e9f35687dc13c24f,cricket_ipl,Gujarat Titans,Kolkata Knight Riders,2026-04-17T14:00:00Z,False,,,
78f6e92f0e7d64e31a2e878bc50f5284,cricket_ipl,Royal Challengers Bangalore,Delhi Capitals,2026-04-18T10:00:00Z,False,,,
ddb4ff09c5524053489ef078f021a285,cricket_ipl,Sunrisers Hyderabad,Chennai Super Kings,2026-04-18T14:00:00Z,False,,,
c9d64023d4de83fa3390365fc6f9e66f,cricket_ipl,Punjab Kings,Lucknow Super Giants,2026-04-19T14:00:00Z,False,,,
