event_id,sport_key,home_team,away_team,commence_time,completed,last_update,score_name,score_value
270f600435a20d2046a59fc89fe8e9b8,americanfootball_nfl_super_bowl_winner,,,2027-02-14T23:36:00Z,False,,,
