event_id,sport_key,sport_title,home_team,away_team,commence_time,snapshot_time
bf607cce9940286b32608179113475dc,golf_the_open_championship_winner,The Open Winner,,,2026-07-16T05:00:00Z,2026-04-16T19:00:04.049301+00:00
