event_id,home_score,away_score,total_points,home_win,away_win,draw,score_diff
0999cb23cd03811476b378dd4045ea16,110.0,114.0,224.0,0,1,0,-4.0
25f53495c4044a1d8fb682e3715eb7b3,127.0,126.0,253.0,1,0,0,1.0
7cfae0891b99865ef7fc9d357b69ca28,121.0,126.0,247.0,0,1,0,-5.0
f7264c00c662a127d58f4ab12fc498bc,109.0,97.0,206.0,1,0,0,12.0
