event_id,home_score,away_score,total_points,home_win,away_win,draw,score_diff
0cc1240ca99e1c85b20c5a6ce5658580,0.0,2.0,2.0,0,1,0,-2.0
169b45d11739cfd92bb7201aad9e56af,1.0,1.0,2.0,0,0,1,0.0
701930f65727022ff917c048772a7f72,3.0,0.0,3.0,1,0,0,3.0
84942e5684d2f797437847ad9079d15a,2.0,1.0,3.0,1,0,0,1.0
8e64ab9cf655082ddc23fb453cbf9cbf,0.0,0.0,0.0,0,0,1,0.0
c3581f1656ef065e8a94ea6a08e73a16,0.0,0.0,0.0,0,0,1,0.0
e473fc15eb3db1510dd2a199843e5f66,5.0,1.0,6.0,1,0,0,4.0
