event_id,home_score,away_score,total_points,home_win,away_win,draw,score_diff
0a73d8596f0dcb34615d76dc29ca5389,1.0,0.0,1.0,1,0,0,1.0
50f5dd22232167478147d6ee4308281e,2.0,2.0,4.0,0,0,1,0.0
