event_id,sport_key,home_team,away_team,commence_time,snapshot_time,hours_before_game,num_bookmakers,h2h_home_mean,h2h_home_std,h2h_home_min,h2h_home_max,h2h_away_mean,h2h_away_std,h2h_draw_mean,implied_prob_home,implied_prob_away,implied_prob_draw,prob_home_fair,prob_away_fair,prob_draw_fair,overround,books_disagreement,spread_point,spread_price,total_line,total_price
b9cf63e4fa406d35a4e41483d268b60d,soccer_fa_cup,Manchester City,Southampton,2026-04-25 16:15:00+00:00,2026-04-16 19:00:21.185428+00:00,213.24,47,1.2038,0.0291,1.14,1.25,11.6426,1.4613,6.6211,0.8307,0.0859,0.151,0.7781,0.0805,0.1415,0.0676,0.0291,-1.9285714285714286,1.952857142857143,3.3452380952380953,1.9357142857142853
eca6a542fe5b1651c8cfb58f820e744f,soccer_fa_cup,Chelsea,Leeds United,2026-04-26 14:00:00+00:00,2026-04-16 19:00:21.185428+00:00,234.99,46,1.6907,0.0684,1.54,1.84,4.5613,0.3245,3.8663,0.5915,0.2192,0.2586,0.5531,0.205,0.2419,0.0694,0.0684,-1.0,2.215,2.511904761904762,1.7180952380952377
