event_id,sport_key,home_team,away_team,commence_time,snapshot_time,hours_before_game,num_bookmakers,h2h_home_mean,h2h_home_std,h2h_home_min,h2h_home_max,h2h_away_mean,h2h_away_std,h2h_draw_mean,implied_prob_home,implied_prob_away,implied_prob_draw,prob_home_fair,prob_away_fair,prob_draw_fair,overround,books_disagreement,spread_point,spread_price,total_line,total_price,day_of_week,month,year,hour_utc,is_weekend,home_is_fav,market_edge
c70bb647ffc0e4d9eec0f1a8156c4b2c,soccer_argentina_primera_division,Independiente,Defensa y Justicia,2026-04-18 22:30:00+00:00,2026-04-16 19:00:11.613136+00:00,51.5,38,1.6861,0.041,1.56,1.73,5.1039,0.3922,3.4268,0.5931,0.1959,0.2918,0.5487,0.1813,0.27,0.0808,0.041,-1.0625,2.3987499999999997,2.3653846153846154,2.116153846153846,5,4,2026,22,1,1,0.3674
c75ad8997f5c54bcb5da6d57c49aa28e,soccer_argentina_primera_division,Platense,San Lorenzo,2026-04-25 17:00:00+00:00,2026-04-16 19:00:11.613136+00:00,214.0,6,2.3933,0.0557,2.33,2.45,3.2167,0.0753,2.8383,0.4178,0.3109,0.3523,0.3865,0.2876,0.3259,0.081,0.0557,,,1.5,1.6499999999999997,5,4,2026,17,1,1,0.0989
cb57200fc615cd74dcb95aa23a488875,soccer_argentina_primera_division,Sarmiento de Junin,CA Tigre BA,2026-04-25 22:15:00+00:00,2026-04-16 19:00:11.613136+00:00,219.25,6,2.7667,0.0753,2.7,2.85,2.6417,0.0665,2.935,0.3614,0.3785,0.3407,0.3345,0.3503,0.3153,0.0807,0.0753,,,1.5,1.5233333333333334,5,4,2026,22,1,0,0.0158
d7bbcc8ccac35477a5d92cdc56e68fcf,soccer_argentina_primera_division,San Lorenzo,Velez Sarsfield BA,2026-04-20 22:30:00+00:00,2026-04-16 19:00:11.613136+00:00,99.5,35,2.9814,0.1212,2.7,3.15,2.5834,0.0991,2.7837,0.3354,0.3871,0.3592,0.3101,0.3578,0.3321,0.0817,0.1212,0.0,2.08,1.75,1.9263636363636365,0,4,2026,22,0,0,0.0477
dd24196a972455d528ad6260935b4fdc,soccer_argentina_primera_division,Barracas Central,Belgrano de Cordoba,2026-04-20 18:00:00+00:00,2026-04-16 19:00:11.613136+00:00,95.0,37,3.2476,0.1436,2.85,3.5,2.2789,0.0692,2.97,0.3079,0.4388,0.3367,0.2842,0.405,0.3108,0.0834,0.1436,0.4166666666666667,1.7966666666666669,1.8333333333333333,1.844166666666667,0,4,2026,18,0,0,0.1208
e4ea7b65e07173b32668a986d6f772cf,soccer_argentina_primera_division,Rosario Central,Sarmiento de Junin,2026-04-19 23:30:00+00:00,2026-04-16 19:00:11.613136+00:00,76.5,37,1.5959,0.0343,1.52,1.65,5.9173,0.3853,3.4616,0.6266,0.169,0.2889,0.5778,0.1558,0.2664,0.0845,0.0343,-1.0,2.2150000000000003,2.25,2.205833333333333,6,4,2026,23,1,1,0.422
ef705c84698c5595a738adf386f107e7,soccer_argentina_primera_division,Aldosivi Mar del Plata,Racing Club,2026-04-19 16:30:00+00:00,2026-04-16 19:00:11.613136+00:00,69.5,39,5.0938,0.4794,4.4,6.2,1.7431,0.0451,3.1992,0.1963,0.5737,0.3126,0.1813,0.5299,0.2887,0.0826,0.4794,0.9642857142857143,1.6642857142857146,1.8541666666666667,1.9450000000000003,6,4,2026,16,1,0,0.3486
f2e24858ed11303c0e61286d5dc2db9a,soccer_argentina_primera_division,Deportivo Riestra,Independiente,2026-04-24 20:00:00+00:00,2026-04-16 19:00:11.613136+00:00,193.0,6,3.3917,0.0665,3.3,3.45,2.2433,0.0557,2.9267,0.2948,0.4458,0.3417,0.2724,0.4119,0.3157,0.0823,0.0665,,,1.5,1.5599999999999998,4,4,2026,20,0,0,0.1395
f735224cc5d40a738664fbc5527a6115,soccer_argentina_primera_division,Central Córdoba,Platense,2026-04-20 20:15:00+00:00,2026-04-16 19:00:11.613136+00:00,97.25,34,2.9394,0.149,2.5,3.15,2.6162,0.1676,2.7335,0.3402,0.3822,0.3658,0.3126,0.3512,0.3362,0.0883,0.149,0.0,2.0460000000000003,1.75,1.9954545454545458,0,4,2026,20,0,0,0.0386
f76046816c24d5e46faaab519742617c,soccer_argentina_primera_division,Union Santa Fe,Newells Old Boys,2026-04-17 23:30:00+00:00,2026-04-16 19:00:11.613136+00:00,28.5,40,1.6395,0.0427,1.52,1.71,5.4592,0.4157,3.5248,0.6099,0.1832,0.2837,0.5664,0.1701,0.2635,0.0768,0.0427,-0.9375,2.11625,2.375,2.1164285714285715,4,4,2026,23,0,1,0.3963
f99216ab9d827da7bb02481ea3d0d9ea,soccer_argentina_primera_division,Talleres,Deportivo Riestra,2026-04-19 23:30:00+00:00,2026-04-16 19:00:11.613136+00:00,76.5,38,1.8116,0.0491,1.65,1.89,4.73,0.3368,3.0661,0.552,0.2114,0.3262,0.5066,0.194,0.2993,0.0896,0.0491,-0.5833333333333334,2.0399999999999996,1.7291666666666667,1.8866666666666665,6,4,2026,23,1,1,0.3126
