event_id,sport_key,home_team,away_team,commence_time,snapshot_time,hours_before_game,num_bookmakers,h2h_home_mean,h2h_home_std,h2h_home_min,h2h_home_max,h2h_away_mean,h2h_away_std,h2h_draw_mean,implied_prob_home,implied_prob_away,implied_prob_draw,prob_home_fair,prob_away_fair,prob_draw_fair,overround,books_disagreement,spread_point,spread_price,total_line,total_price,day_of_week,month,year,hour_utc,is_weekend,home_is_fav,market_edge
6cc871c121a1869b4612d3fb22fa9d55,soccer_fifa_world_cup,Portugal,DR Congo,2026-06-17 17:00:00+00:00,2026-04-16 19:00:27.070507+00:00,1485.99,50,1.3092,0.0243,1.23,1.36,9.437,0.9592,4.9874,0.7638,0.106,0.2005,0.7137,0.099,0.1873,0.0703,0.0243,-1.5,1.886,2.6,1.6844999999999999,2,6,2026,17,0,1,0.6147
73a4fcd14cc9766b9b9bfd50b8ca153a,soccer_fifa_world_cup,France,Senegal,2026-06-16 19:00:00+00:00,2026-04-16 19:00:27.070507+00:00,1463.99,50,1.4134,0.0217,1.38,1.47,7.1952,0.5101,4.4874,0.7075,0.139,0.2228,0.6616,0.13,0.2084,0.0693,0.0217,-1.3,1.9760000000000002,2.511904761904762,1.714761904761905,1,6,2026,19,0,1,0.5316
80d82d1113934bfbea4ce8daf37a2433,soccer_fifa_world_cup,Mexico,South Africa,2026-06-11 19:00:00+00:00,2026-04-16 19:00:27.070507+00:00,1343.99,52,1.5044,0.0359,1.43,1.58,6.0994,0.3298,4.1927,0.6647,0.1639,0.2385,0.6229,0.1536,0.2235,0.0672,0.0359,-1.3,2.216,2.5,1.8885714285714283,3,6,2026,19,0,1,0.4693
87afdb85c977b451e1c00f5e3e632601,soccer_fifa_world_cup,Ghana,Panama,2026-06-17 23:00:00+00:00,2026-04-16 19:00:27.070507+00:00,1491.99,51,1.9598,0.0638,1.88,2.08,3.5441,0.1628,3.6047,0.5103,0.2822,0.2774,0.477,0.2637,0.2593,0.0698,0.0638,-0.4,1.8820000000000001,2.5,1.9861904761904763,2,6,2026,23,0,1,0.2133
b55f9569de3f4d731bc5537ff5ff43e4,soccer_fifa_world_cup,Sweden,Tunisia,2026-06-15 02:00:00+00:00,2026-04-16 19:00:27.070507+00:00,1422.99,51,1.8488,0.1648,1.01,1.98,3.9306,0.7477,3.2043,0.5409,0.2544,0.3121,0.4884,0.2297,0.2818,0.1074,0.1648,-0.4,1.8099999999999998,2.4523809523809526,2.207142857142857,0,6,2026,2,0,1,0.2587
c12986f447a515fbe641addd786dbb24,soccer_fifa_world_cup,USA,Paraguay,2026-06-13 01:00:00+00:00,2026-04-16 19:00:27.070507+00:00,1373.99,54,1.9213,0.0452,1.83,2.0,3.7259,0.17,3.5561,0.5205,0.2684,0.2812,0.4864,0.2508,0.2628,0.0701,0.0452,-0.4,1.8079999999999998,2.5,1.9627272727272724,5,6,2026,1,1,1,0.2356
c54f00b11925751d2b62988775c6c239,soccer_fifa_world_cup,Spain,Cape Verde,2026-06-15 16:00:00+00:00,2026-04-16 19:00:27.070507+00:00,1436.99,51,1.0745,0.016,1.04,1.1,27.5294,5.7909,10.5049,0.9307,0.0363,0.0952,0.8762,0.0342,0.0896,0.0622,0.016,-2.6,1.7899999999999998,3.3636363636363638,1.7831818181818184,0,6,2026,16,0,1,0.842
d1f4f946c70a0b4e81f5d43e9d32361c,soccer_fifa_world_cup,Canada,Bosnia & Herzegovina,2026-06-12 19:00:00+00:00,2026-04-16 19:00:27.070507+00:00,1367.99,53,1.8953,0.0688,1.78,2.0,3.926,0.3811,3.4974,0.5276,0.2547,0.2859,0.4939,0.2384,0.2677,0.0683,0.0688,-0.4,1.7920000000000003,2.477272727272727,2.1181818181818177,4,6,2026,19,0,1,0.2555
d79edbd6aaeb578d33e313446b18d333,soccer_fifa_world_cup,Germany,Curaçao,2026-06-14 17:00:00+00:00,2026-04-16 19:00:27.070507+00:00,1413.99,49,1.021,0.0126,1.0,1.05,57.7137,29.5449,19.0304,0.9794,0.0173,0.0525,0.9334,0.0165,0.0501,0.0493,0.0126,-3.6,1.748,4.190476190476191,1.8609523809523811,6,6,2026,17,1,1,0.9169
ec51b9c44ad5e34552f3ab53f7262813,soccer_fifa_world_cup,Iran,New Zealand,2026-06-15 18:00:00+00:00,2026-04-16 19:00:27.070507+00:00,1438.99,45,1.6256,0.158,1.09,1.77,4.74,1.0919,3.5629,0.6152,0.211,0.2807,0.5558,0.1906,0.2536,0.1068,0.158,-0.8333333333333334,2.1466666666666665,2.5,1.946842105263158,0,6,2026,18,0,1,0.3652
f31b2ee9e1cc6f7e641467f8237eaa21,soccer_fifa_world_cup,Argentina,Algeria,2026-06-17 01:00:00+00:00,2026-04-16 19:00:27.070507+00:00,1469.99,53,1.3934,0.0262,1.33,1.45,8.0187,0.5951,4.4455,0.7177,0.1247,0.2249,0.6724,0.1168,0.2108,0.0673,0.0262,-1.3,1.984,2.5,1.848260869565217,2,6,2026,1,0,1,0.5556
f6c8748a16516e0998f95de14235432a,soccer_fifa_world_cup,Brazil,Morocco,2026-06-13 22:00:00+00:00,2026-04-16 19:00:27.070507+00:00,1394.99,54,1.5593,0.0373,1.5,1.65,5.6215,0.3354,3.9983,0.6413,0.1779,0.2501,0.5998,0.1664,0.2339,0.0693,0.0373,-0.9,1.954,2.5,1.8381818181818177,5,6,2026,22,1,1,0.4334
fbfb95c62003fd6d828b309f96ee1f9b,soccer_fifa_world_cup,Belgium,Egypt,2026-06-15 19:00:00+00:00,2026-04-16 19:00:27.070507+00:00,1439.99,48,1.609,0.0264,1.52,1.68,5.0012,0.1589,3.9973,0.6215,0.2,0.2502,0.58,0.1866,0.2334,0.0716,0.0264,-0.9,1.98,2.5238095238095237,1.7528571428571427,0,6,2026,19,0,1,0.3934
