event_id,sport_key,sport_title,commence_time,home_team,away_team,snapshot_time,market_type,bookmaker_key,bookmaker_title,last_update,market,outcome_name,price,point,implied_prob
baa63f7c76d0776d69876f715715db2e,lacrosse_ncaa,NCAA Lacrosse,2026-04-17T22:00:00Z,Cleveland St Vikings,Le Moyne Dolphins,2026-04-16T19:00:07.883770+00:00,main,draftkings,DraftKings,2026-04-16T18:59:45Z,h2h,Cleveland St Vikings,1.3,,0.769231
baa63f7c76d0776d69876f715715db2e,lacrosse_ncaa,NCAA Lacrosse,2026-04-17T22:00:00Z,Cleveland St Vikings,Le Moyne Dolphins,2026-04-16T19:00:07.883770+00:00,main,draftkings,DraftKings,2026-04-16T18:59:45Z,h2h,Le Moyne Dolphins,3.4,,0.294118
baa63f7c76d0776d69876f715715db2e,lacrosse_ncaa,NCAA Lacrosse,2026-04-17T22:00:00Z,Cleveland St Vikings,Le Moyne Dolphins,2026-04-16T19:00:07.883770+00:00,main,draftkings,DraftKings,2026-04-16T18:59:45Z,spreads,Cleveland St Vikings,1.87,-2.5,0.534759
baa63f7c76d0776d69876f715715db2e,lacrosse_ncaa,NCAA Lacrosse,2026-04-17T22:00:00Z,Cleveland St Vikings,Le Moyne Dolphins,2026-04-16T19:00:07.883770+00:00,main,draftkings,DraftKings,2026-04-16T18:59:45Z,spreads,Le Moyne Dolphins,1.87,2.5,0.534759
baa63f7c76d0776d69876f715715db2e,lacrosse_ncaa,NCAA Lacrosse,2026-04-17T22:00:00Z,Cleveland St Vikings,Le Moyne Dolphins,2026-04-16T19:00:07.883770+00:00,main,draftkings,DraftKings,2026-04-16T18:59:45Z,totals,Over,1.87,16.5,0.534759
baa63f7c76d0776d69876f715715db2e,lacrosse_ncaa,NCAA Lacrosse,2026-04-17T22:00:00Z,Cleveland St Vikings,Le Moyne Dolphins,2026-04-16T19:00:07.883770+00:00,main,draftkings,DraftKings,2026-04-16T18:59:45Z,totals,Under,1.87,16.5,0.534759
baa63f7c76d0776d69876f715715db2e,lacrosse_ncaa,NCAA Lacrosse,2026-04-17T22:00:00Z,Cleveland St Vikings,Le Moyne Dolphins,2026-04-16T19:00:07.883770+00:00,main,fanduel,FanDuel,2026-04-16T18:59:43Z,h2h,Cleveland St Vikings,1.38,,0.724638
baa63f7c76d0776d69876f715715db2e,lacrosse_ncaa,NCAA Lacrosse,2026-04-17T22:00:00Z,Cleveland St Vikings,Le Moyne Dolphins,2026-04-16T19:00:07.883770+00:00,main,fanduel,FanDuel,2026-04-16T18:59:43Z,h2h,Le Moyne Dolphins,3.1,,0.322581
baa63f7c76d0776d69876f715715db2e,lacrosse_ncaa,NCAA Lacrosse,2026-04-17T22:00:00Z,Cleveland St Vikings,Le Moyne Dolphins,2026-04-16T19:00:07.883770+00:00,main,fanduel,FanDuel,2026-04-16T18:59:43Z,spreads,Cleveland St Vikings,1.82,-2.5,0.549451
baa63f7c76d0776d69876f715715db2e,lacrosse_ncaa,NCAA Lacrosse,2026-04-17T22:00:00Z,Cleveland St Vikings,Le Moyne Dolphins,2026-04-16T19:00:07.883770+00:00,main,fanduel,FanDuel,2026-04-16T18:59:43Z,spreads,Le Moyne Dolphins,2.0,2.5,0.5
baa63f7c76d0776d69876f715715db2e,lacrosse_ncaa,NCAA Lacrosse,2026-04-17T22:00:00Z,Cleveland St Vikings,Le Moyne Dolphins,2026-04-16T19:00:07.883770+00:00,main,fanduel,FanDuel,2026-04-16T18:59:43Z,totals,Over,1.91,17.5,0.52356
baa63f7c76d0776d69876f715715db2e,lacrosse_ncaa,NCAA Lacrosse,2026-04-17T22:00:00Z,Cleveland St Vikings,Le Moyne Dolphins,2026-04-16T19:00:07.883770+00:00,main,fanduel,FanDuel,2026-04-16T18:59:43Z,totals,Under,1.91,17.5,0.52356
baa63f7c76d0776d69876f715715db2e,lacrosse_ncaa,NCAA Lacrosse,2026-04-17T22:00:00Z,Cleveland St Vikings,Le Moyne Dolphins,2026-04-16T19:00:07.883770+00:00,main,betmgm,BetMGM,2026-04-16T18:58:59Z,h2h,Cleveland St Vikings,1.33,,0.75188
baa63f7c76d0776d69876f715715db2e,lacrosse_ncaa,NCAA Lacrosse,2026-04-17T22:00:00Z,Cleveland St Vikings,Le Moyne Dolphins,2026-04-16T19:00:07.883770+00:00,main,betmgm,BetMGM,2026-04-16T18:58:59Z,h2h,Le Moyne Dolphins,3.3,,0.30303
baa63f7c76d0776d69876f715715db2e,lacrosse_ncaa,NCAA Lacrosse,2026-04-17T22:00:00Z,Cleveland St Vikings,Le Moyne Dolphins,2026-04-16T19:00:07.883770+00:00,main,betmgm,BetMGM,2026-04-16T18:58:59Z,spreads,Cleveland St Vikings,1.87,-2.5,0.534759
baa63f7c76d0776d69876f715715db2e,lacrosse_ncaa,NCAA Lacrosse,2026-04-17T22:00:00Z,Cleveland St Vikings,Le Moyne Dolphins,2026-04-16T19:00:07.883770+00:00,main,betmgm,BetMGM,2026-04-16T18:58:59Z,spreads,Le Moyne Dolphins,1.87,2.5,0.534759
baa63f7c76d0776d69876f715715db2e,lacrosse_ncaa,NCAA Lacrosse,2026-04-17T22:00:00Z,Cleveland St Vikings,Le Moyne Dolphins,2026-04-16T19:00:07.883770+00:00,main,betmgm,BetMGM,2026-04-16T18:58:59Z,totals,Over,1.87,16.5,0.534759
