event_id,home_score,away_score,total_points,home_win,away_win,draw,score_diff
7d116e4a032b6ed04215d31fce5575dc,2.0,0.0,2.0,1,0,0,2.0
d572ada805082df76578e37d665f04c5,3.0,0.0,3.0,1,0,0,3.0
