event_id,home_score,away_score,total_points,home_win,away_win,draw,score_diff
16ea5f351f78defef158e643951635cf,0.0,0.0,0.0,0,0,1,0.0
829687289514a27bfea11f7676d00da2,1.0,1.0,2.0,0,0,1,0.0
